Date,Open,High,Low,Close,Adj Close,Volume
2022/8/26,17.857,17.924,16.237,16.26,16.241711,769127000
2022/8/29,16.02,16.337999,15.767,15.801,15.783223,496132000
2022/8/30,15.96,16.039,15.182,15.468,15.4506,530181000
2022/8/31,15.384,15.54,14.959,15.094,15.077021,573710000
2022/9/1,14.209,14.38,13.27,13.937,13.921322,1178865000
2022/9/2,14.1,14.171,13.591,13.647,13.631649,743157000
2022/9/6,13.731,13.779,13.351,13.465,13.449852,535751000
2022/9/7,13.563,13.838,13.346,13.714,13.702643,512657000
2022/9/8,13.459,14.008,13.369,13.99,13.978415,624873000
2022/9/9,14.157,14.474,14.126,14.387,14.375086,486612000
2022/9/12,14.369,14.547,14.198,14.505,14.492989,484159000
2022/9/13,13.802,13.922,13.099,13.131,13.120126,714956000
2022/9/14,13.254,13.29,12.913,13.128,13.117129,588507000
2022/9/15,13.015,13.233,12.79,12.929,12.918292,523625000
2022/9/16,12.742,13.212,12.617,13.198,13.18707,670751000
2022/9/19,13.012,13.463,13.01,13.382,13.370918,569685000
2022/9/20,13.215,13.483,13.057,13.176,13.165088,524818000
2022/9/21,,14.031,13.11,13.261,13.250017,807679000
2022/9/22,13.07,13.149,12.428,12.561,12.550598,759162000
2022/9/23,12.42,12.611,12.257,12.516,12.505635,663309000
2022/9/26,12.491,12.659,12.214,12.228,12.217874,547343000
2022/9/27,12.507,12.736,12.258,12.413,12.40272,553854000
2022/9/28,12.41,12.823,12.354,12.736,12.725453,542414000
2022/9/29,12.448,12.5,11.946,12.22,12.20988,532763000
2022/9/30,12.087,12.633,12.075,12.139,12.128947,565638000
2022/10/3,12.347,12.678,12.105,12.512,12.501638,547478000
2022/10/4,12.879,13.22,12.879,13.167,13.156096,584182000
2022/10/5,12.911,13.321,12.621,13.209,13.198061,507131000
2022/10/6,13.22,13.656,13.103,13.13,13.119127,644157000
2022/10/7,12.505,12.67,12.022,12.076,12.066,672478000
2022/10/10,12.037,12.124,11.408,11.67,11.660336,698699000
2022/10/11,11.561,11.846,11.283,11.586,11.576406,667482000
2022/10/12,11.579,11.735,11.345,11.5,11.490478,492590000
2022/10/13,10.971,12.078,10.813,11.96,11.950096,850103000
2022/10/14,12.057,12.111,11.204,11.227,11.217702,713432000
2022/10/17,11.518,11.948,11.517,11.888,11.878155,580774000
2022/10/18,12.344,12.492,11.618,11.967,11.95709,659362000
2022/10/19,11.879,12.35,11.834,12.051,12.04102,523131000
2022/10/20,12.113,12.769,12.105,12.194,12.183903,652398000
2022/10/21,12.098,12.498,11.887,12.466,12.455676,609494000
2022/10/24,12.508,12.71,12.064,12.599,12.588567,517457000
2022/10/25,12.694,13.3,12.664,13.261,13.250017,505482000
2022/10/26,12.869,13.388,12.708,12.896,12.88532,532953000
2022/10/27,13.63,13.838,13.122,13.176,13.165088,583113000
2022/10/28,13.104,13.85,13.061,13.834,13.822544,521040000
2022/10/31,13.778,13.838,13.297,13.497,13.485824,486341000
2022/11/1,13.811,13.925,13.519,13.543,13.531785,432817000
