Date,Open,High,Low,Close,Adj Close,Volume
2024/2/14,73.202003,74.236,71.938004,73.900002,73.890465,504917000
2024/2/15,73.869003,73.974998,72.400002,72.657997,72.648621,420122000
2024/2/16,74.099998,74.402,72.500999,72.612999,72.60363,495327000
2024/2/20,71.946999,71.956001,67.734001,69.452003,69.443039,704833000
2024/2/21,68.005997,68.888,66.248001,67.472,67.463295,690298000
2024/2/22,75.025002,78.574997,74.220001,78.538002,78.527863,865100000
2024/2/23,80.790001,82.393997,77.57,78.817001,78.806824,829388000
2024/2/26,79.699997,80.646004,78.504997,79.092003,79.081802,503973000
2024/2/27,79.380997,79.480003,77.162003,78.700996,78.690842,391705000
2024/2/28,77.620003,78.932999,77.125,77.663002,77.652985,393110000
2024/2/29,79.094002,79.989998,78.349998,79.112,79.101791,507289000
2024/3/1,80,82.300003,79.434998,82.278999,82.268379,479135000
2024/3/4,84.129997,87.695,83.719002,85.237,85.225998,615616000
2024/3/5,85.269997,86.097,83.417,85.963997,85.95694,520639000
2024/3/6,88.022003,89.723999,87.029999,88.699997,88.692711,582520000
2024/3/7,90.157997,92.766998,89.601997,92.668999,92.661385,608119000
2024/3/8,95.138,97.400002,86.505997,87.528,87.520813,1142269000
2024/3/11,86.429001,88.796997,84.166,85.774002,85.76696,678364000
2024/3/12,88.049004,91.959999,86.150002,91.913002,91.905449,668075000
2024/3/13,91.055,91.503998,88.434998,90.888,90.880539,635713000
2024/3/14,89.577003,90.646004,86.599998,87.944,87.936775,602318000
2024/3/15,86.93,89.545998,86.257004,87.836998,87.829781,642086000
2024/3/18,90.388,92.404999,87.084999,88.455002,88.447739,668976000
2024/3/19,86.699997,90.543999,85.010002,89.398003,89.390663,672171000
2024/3/20,89.796997,90.410004,88.223,90.372002,90.364578,479063000
2024/3/21,92.300003,92.648003,90.404999,91.434998,91.42749,480372000
2024/3/22,91.140999,94.778,90.834,94.289001,94.281258,586719000
2024/3/25,93.941002,96.765999,93.510002,95.001999,94.994194,552136000
2024/3/26,95.850998,96.375,92.501999,92.560997,92.553398,513648000
2024/3/27,93.112,93.239998,89.123001,90.25,90.242584,586067000
2024/3/28,90,91.300003,89.193001,90.356003,90.348579,435212000
2024/4/1,90.299004,92.224998,89.204002,90.362999,90.355576,452441000
2024/4/2,88.447998,90.094002,87.620003,89.452003,89.444656,433064000
2024/4/3,88.484001,90.374001,88.400002,88.963997,88.956688,370067000
2024/4/4,90.405998,90.634003,85.879997,85.904999,85.897942,434965000
2024/4/5,86.865997,88.481003,85.926003,88.008003,88.000778,399678000
2024/4/8,88.699997,88.830002,86.732002,87.133003,87.125847,283220000
2024/4/9,87.442001,87.635002,83.022003,85.353996,85.346985,503547000
2024/4/10,83.926003,87.400002,83.709,87.039001,87.031853,431929000
2024/4/11,87.419998,90.738998,86.926003,90.615997,90.608551,431637000
2024/4/12,89.698997,90.175003,87.529999,88.185997,88.178757,426805000
2024/4/15,89.098,90.612999,85.929001,,85.993935,443077000
2024/4/16,86.432999,88.117996,86.064003,87.415001,87.407822,370453000
2024/4/17,88.339996,88.775002,83.949997,84.035004,84.028099,495400000
2024/4/18,84.970001,86.190002,82.402,84.670998,84.66404,447260000
2024/4/19,83.150002,84.323997,75.606003,76.199997,76.193741,875198000
2024/4/22,78.103996,80.072998,76.400002,79.517998,79.511467,596341000
2024/4/23,80.768997,82.768997,80.264,82.422997,82.416229,438559000
2024/4/24,83.949997,84.082001,79.182999,79.677002,79.670456,512208000
2024/4/25,78.867996,83.322998,78.223,82.632004,82.625214,424641000
2024/4/26,83.818001,88.331001,83.387001,87.735001,87.727791,551011000
2024/4/29,87.595001,87.991997,85.265999,87.757004,87.749794,388971000
2024/4/30,87.239998,88.819,86.300003,86.402,86.394905,363709000
2024/5/1,85.077003,86,81.254997,83.041,83.03418,559863000
2024/5/2,84.448997,86.237,83.199997,85.817001,85.809952,377898000
2024/5/3,87.789001,89.280998,87.040001,88.789001,88.781708,398341000
2024/5/6,89.389999,92.220001,89.055,92.139999,92.132431,376203000
2024/5/7,91.098,91.780998,89.011002,90.554001,90.546562,437342000
2024/5/8,89.483002,91.194,89.419998,90.412003,90.404579,325721000
2024/5/9,90.528999,91.071999,88.231003,88.747002,88.739716,378013000
2024/5/10,90.305,91.401001,89.226997,89.877998,89.870613,335325000
2024/5/13,90.477997,90.998001,88.528999,90.399002,90.391579,289680000
2024/5/14,89.598999,91.651001,88.933998,91.356003,91.348495,296507000
2024/5/15,92.472,94.862,91.598999,94.629997,94.622223,417735000
2024/5/16,94.910004,95.819,94.102997,94.359001,94.35125,323952000
2024/5/17,94.369003,94.739998,91.806,92.478996,92.471397,359691000
2024/5/20,93.75,95.199997,93.440002,94.779999,94.772217,318764000
2024/5/21,93.598999,95.400002,93.18,95.386002,95.378166,328946000
2024/5/22,95.459,96.019997,93.249001,94.949997,94.9422,548648000
2024/5/23,102.028,106.32,101.519997,103.799004,103.790482,835065000
2024/5/24,104.448997,106.474998,103,106.469002,106.460258,429494000
2024/5/28,110.244003,114.939003,109.883003,113.901001,113.891647,652728000
2024/5/29,113.050003,115.491997,110.901001,114.824997,114.815567,557442000
2024/5/30,114.650002,115.819,109.663002,110.5,110.490921,487350000
2024/5/31,112.519997,112.717003,106.940002,109.633003,109.624001,613263000
2024/6/3,113.621002,115,112.002998,115,114.990555,438392000
2024/6/4,115.716003,116.599998,114.044998,116.436996,116.427429,403324000
2024/6/5,118.371002,122.448997,117.468002,122.440002,122.429947,528402000
2024/6/6,124.047997,125.586998,118.32,120.998001,120.98806,664696000
2024/6/7,119.769997,121.692001,118.022003,120.888,120.878075,412386000
2024/6/10,120.370003,123.099998,117.010002,121.790001,121.779999,314162700
2024/6/11,121.769997,122.870003,118.739998,120.910004,120.910004,222551200
2024/6/12,123.059998,126.879997,122.57,125.199997,125.199997,299595000
,129.389999,129.800003,127.160004,129.610001,129.610001,260704500
2024/6/14,129.960007,132.839996,128.320007,131.880005,131.880005,309320400
2024/6/17,132.990005,133.729996,129.580002,130.979996,130.979996,288504400
2024/6/18,131.139999,136.330002,130.690002,135.580002,135.580002,294335100
2024/6/20,139.800003,140.759995,129.520004,130.779999,130.779999,517768400
2024/6/21,127.120003,130.630005,124.300003,126.57,126.57,655484700
2024/6/24,123.239998,124.459999,118.040001,118.110001,118.110001,476060900
2024/6/25,121.199997,126.5,119.32,126.089996,126.089996,425787500
2024/6/26,126.129997,128.119995,122.599998,126.400002,126.400002,362975900
2024/6/27,124.099998,126.410004,122.919998,123.989998,123.989998,252571700
2024/6/28,124.580002,127.709999,122.75,123.540001,123.540001,315516700
2024/7/1,123.470001,124.839996,118.830002,124.300003,124.300003,284885500
2024/7/2,121.129997,123.410004,121.029999,122.669998,122.669998,218374000
2024/7/3,121.660004,128.279999,121.360001,128.279999,128.279999,215749000
2024/7/5,127.379997,128.850006,125.68,125.830002,125.830002,214176700
2024/7/8,127.489998,130.770004,127.040001,128.199997,128.199997,237677300
2024/7/9,130.350006,133.820007,128.649994,131.380005,131.380005,285366600
2024/7/10,134.029999,135.100006,132.419998,134.910004,134.910004,248978600
2024/7/11,135.75,136.149994,127.050003,127.400002,127.400002,374782700
2024/7/12,128.259995,131.919998,127.220001,129.240005,129.240005,252680500
2024/7/15,130.559998,131.389999,127.18,128.440002,128.440002,208326200
2024/7/16,128.440002,129.039993,124.580002,126.360001,126.360001,214769500
2024/7/17,121.349998,121.849998,116.720001,117.989998,117.989998,390086200
2024/7/18,,122.400002,116.559998,121.089996,121.089996,
2024/7/19,120.349998,121.599998,117.370003,117.93,117.93,217223800
2024/7/22,120.349998,124.07,119.860001,123.540001,123.540001,258068900
2024/7/23,122.779999,124.690002,122.099998,122.589996,122.589996,173911000
2024/7/24,119.169998,119.949997,113.440002,114.25,114.25,327776900
2024/7/25,113.040001,116.629997,106.300003,112.279999,112.279999,460067000
2024/7/26,116.190002,116.199997,111.580002,113.059998,113.059998,293399100
2024/7/29,113.690002,116.279999,111.300003,111.589996,111.589996,248152100
2024/7/30,111.519997,111.989998,102.540001,103.730003,103.730003,486833300
2024/7/31,112.900002,118.339996,110.879997,117.019997,117.019997,473174200
